timestamp,tick,last_digit,volatility,trend,volatility_measure
2024-08-14T15:58:13.637671,3,3,R_50,uptrend,8
2024-08-14T15:58:13.637671,3,3,R_50,uptrend,8
2024-08-14T15:58:13.637671,1,1,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
2024-08-14T15:58:13.637671,1,1,R_50,uptrend,8
2024-08-14T15:58:13.637671,8,8,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
2024-08-14T15:58:13.637671,1,1,R_50,uptrend,8
2024-08-14T15:58:13.637671,3,3,R_50,uptrend,8
2024-08-14T15:58:13.637671,1,1,R_50,uptrend,8
2024-08-14T15:58:13.637671,8,8,R_50,uptrend,8
2024-08-14T15:58:13.637671,4,4,R_50,uptrend,8
2024-08-14T15:58:13.637671,3,3,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,7,7,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,9,9,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,2,2,R_50,uptrend,8
2024-08-14T15:58:13.637671,9,9,R_50,uptrend,8
2024-08-14T15:58:13.637671,7,7,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
2024-08-14T15:58:13.637671,9,9,R_50,uptrend,8
2024-08-14T15:58:13.637671,9,9,R_50,uptrend,8
2024-08-14T15:58:13.637671,1,1,R_50,uptrend,8
2024-08-14T15:58:13.637671,6,6,R_50,uptrend,8
2024-08-14T15:58:13.637671,2,2,R_50,uptrend,8
2024-08-14T15:58:13.637671,3,3,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
2024-08-14T15:58:13.637671,9,9,R_50,uptrend,8
2024-08-14T15:58:13.637671,5,5,R_50,uptrend,8
